,duree,annee,periode,geog,label,quantite,S_dep,nbr_act,penet,nbr_ach,BIO,pays
197205,A,2013,A,DE 35 A 49 ANS,TOMATE ORIGINE NON PRECISE,15890793.37,32249013.21,16119934.8,44.8,3383286.612,NON BIO,AUTRE ORIGINE
197206,A,2013,A,DE 35 A 49 ANS,TOMATE RONDE,36070256.84,64694081.73,35303499.85,77.9,5880111.208,NON BIO,FRANCE
197207,A,2013,A,DE 35 A 49 ANS,TOMATE RONDE GRAPPE,41938800.74,82846774.62,40168345.71,79.7,6017688.18,NON BIO,FRANCE
197208,A,2013,A,DE 35 A 49 ANS,TOMATE RONDE GRAPPE PREEMB,2355162.824,5703928.723,2464538.82,16.7,1260058.886,NON BIO,FRANCE
197209,A,2013,A,DE 35 A 49 ANS,TOMATE RONDE GRAPPE VRAC,39583637.91,77142838.35,37745568.49,77.4,5845114.816,NON BIO,FRANCE
197210,A,2013,A,DE 35 A 49 ANS,TOMATE RONDE PREEMB,11230957.67,17593535.86,10123199.15,38.1,2878530.663,NON BIO,FRANCE
197211,A,2013,A,DE 35 A 49 ANS,TOMATE RONDE VRAC,24839299.17,47100538.32,25308718.95,69.0,5207448.08,NON BIO,FRANCE
197886,A,2013,A,DE 50 A 64 ANS,TOMATE,117793520.4,261833538.6,129646834.7,96.8,6659503.256,NON BIO,FRANCE
197887,A,2013,A,DE 50 A 64 ANS,TOMATE ALLONGEE,9804091.349,24268310.52,14180598.94,56.6,3892823.233,NON BIO,FRANCE
197888,A,2013,A,DE 50 A 64 ANS,TOMATE ALLONGEE PREEMB,1716828.371,6422545.388,4181740.537,25.2,1735092.941,NON BIO,FRANCE
197889,A,2013,A,DE 50 A 64 ANS,TOMATE ALLONGEE VRAC,8087256.099,17845765.13,10120814.83,45.7,3140611.851,NON BIO,FRANCE
197890,A,2013,A,DE 50 A 64 ANS,TOMATE AUTRE ORIGINE,1231142.135,2459161.062,1550459.113,11.3,778098.2294,NON BIO,AUTRE ORIGINE
197891,A,2013,A,DE 50 A 64 ANS,TOMATE AUTRES,9461460.385,30912342.21,14111792.07,55.8,3838098.314,NON BIO,FRANCE
197892,A,2013,A,DE 50 A 64 ANS,TOMATE AUTRES PREEMB,2032630.021,9778121.95,4843028.065,29.7,2042006.522,NON BIO,FRANCE
197893,A,2013,A,DE 50 A 64 ANS,TOMATE AUTRES VRAC,7428830.364,21134213.38,9417921.226,43.2,2973478.991,NON BIO,FRANCE
197894,A,2013,A,DE 50 A 64 ANS,TOMATE BELGIQUE,4213172.109,7589379.724,4140898.067,21.1,1449553.38,NON BIO,BELGIQUE
197895,A,2013,A,DE 50 A 64 ANS,TOMATE BIO,4199324.056,12000517.77,4244920.129,18.2,1248821.964,BIO,FRANCE
197896,A,2013,A,DE 50 A 64 ANS,TOMATE CERISE ALLONGEE,1950876.29,9748004.326,5551899.788,27.5,1893103.836,NON BIO,FRANCE
197897,A,2013,A,DE 50 A 64 ANS,TOMATE CERISE ALLONGEE PREEMB,1950876.29,9748004.326,5551899.788,27.5,1893103.836,NON BIO,FRANCE
197898,A,2013,A,DE 50 A 64 ANS,TOMATE CERISE RONDE,2652765.512,13651414.82,7379134.221,38.2,2629547.837,NON BIO,FRANCE
197899,A,2013,A,DE 50 A 64 ANS,TOMATE CERISE RONDE PREEMB,2652765.512,13651414.82,7379134.221,38.2,2629547.837,NON BIO,FRANCE
197900,A,2013,A,DE 50 A 64 ANS,TOMATE COCKTAIL GRAPPE,2894552.655,10954621.72,5249554.07,26.2,1803363.224,NON BIO,FRANCE
197901,A,2013,A,DE 50 A 64 ANS,TOMATE COCKTAIL GRAPPE PREEMB,2555333.83,9423631.054,4583003.868,23.2,1596522.98,NON BIO,FRANCE
197902,A,2013,A,DE 50 A 64 ANS,TOMATE COCKTAIL GRAPPE VRAC,339218.8255,1530990.663,665566.46,4.8,331864.842,NON BIO,FRANCE
197903,A,2013,A,DE 50 A 64 ANS,TOMATE COTELEE ET COEUR DE BOEUF,3887092.767,10575764.3,4567683.643,18.7,1288928.347,NON BIO,FRANCE
197904,A,2013,A,DE 50 A 64 ANS,TOMATE COTELEE ET COEUR DE BOEUF PREEMB,110227.2002,303467.0462,84023.90457,1.4,95347.25047,NON BIO,FRANCE
197905,A,2013,A,DE 50 A 64 ANS,TOMATE COTELEE ET COEUR DE BOEUF VRAC,3776865.567,10272297.26,4487113.152,18.3,1256925.792,NON BIO,FRANCE
197906,A,2013,A,DE 50 A 64 ANS,TOMATE ESPAGNE,13340002.17,26458242.87,15467965.68,54.7,3766065.049,NON BIO,ESPAGNE
197907,A,2013,A,DE 50 A 64 ANS,TOMATE FRANCE,61227051.15,129279266.2,61341736.14,84.5,5811951.503,NON BIO,FRANCE
197908,A,2013,A,DE 50 A 64 ANS,TOMATE HOLLANDE,1723501.302,3061829.982,1622299.758,13.6,938496.2447,NON BIO,HOLLANDE
197909,A,2013,A,DE 50 A 64 ANS,TOMATE ITALIE,744135.071,2045907.092,935090.9857,6.9,474638.0625,NON BIO,ITALIE
197910,A,2013,A,DE 50 A 64 ANS,TOMATE MAROC,4748967.246,8804568.736,5827374.918,31.6,2170966.086,NON BIO,MAROC
197911,A,2013,A,DE 50 A 64 ANS,TOMATE,113594189.5,249833013.9,125748982.7,96.4,6631841.546,NON BIO,FRANCE
197912,A,2013,A,DE 50 A 64 ANS,TOMATE ORIGINE NON PRECISE,13305990.86,26392249.64,14610555.88,39.4,2713489.19,NON BIO,AUTRE ORIGINE
197913,A,2013,A,DE 50 A 64 ANS,TOMATE RONDE,39769922.91,70437960.15,40554487.7,85.2,5861000.99,NON BIO,FRANCE
197914,A,2013,A,DE 50 A 64 ANS,TOMATE RONDE GRAPPE,47371279.52,91277794.05,48160934.99,85.1,5854321.179,NON BIO,FRANCE
197915,A,2013,A,DE 50 A 64 ANS,TOMATE RONDE GRAPPE PREEMB,1985775.034,4403928.524,2103452.528,17.3,1191709.924,NON BIO,FRANCE
197916,A,2013,A,DE 50 A 64 ANS,TOMATE RONDE GRAPPE VRAC,45385504.48,86873858.65,46092849.0,84.0,5775332.93,NON BIO,FRANCE
197917,A,2013,A,DE 50 A 64 ANS,TOMATE RONDE PREEMB,8559940.437,13146542.18,7951437.862,36.2,2492800.893,NON BIO,FRANCE
197918,A,2013,A,DE 50 A 64 ANS,TOMATE RONDE VRAC,31209975.6,57291411.09,32687672.24,80.2,5519030.44,NON BIO,FRANCE
205805,A,2013,A,MOINS DE 35 ANS,TOMATE,60584452.93,152179181.4,75552551.1,94.7,5484126.486,NON BIO,FRANCE
205806,A,2013,A,MOINS DE 35 ANS,TOMATE ALLONGEE,4423496.136,12457445.82,8028076.662,51.2,2967021.92,NON BIO,FRANCE
205807,A,2013,A,MOINS DE 35 ANS,TOMATE ALLONGEE PREEMB,1251613.548,5080480.885,3304448.351,27.6,1599847.726,NON BIO,FRANCE
205808,A,2013,A,MOINS DE 35 ANS,TOMATE ALLONGEE VRAC,3171876.797,7376959.141,4802415.975,37.7,2183541.355,NON BIO,FRANCE
205809,A,2013,A,MOINS DE 35 ANS,TOMATE AUTRE ORIGINE,1478095.503,3038361.158,1826109.587,13.4,776999.3921,NON BIO,AUTRE ORIGINE
205810,A,2013,A,MOINS DE 35 ANS,TOMATE AUTRES,6291481.399,22703803.85,10177694.67,57.8,3348501.793,NON BIO,FRANCE
205811,A,2013,A,MOINS DE 35 ANS,TOMATE AUTRES PREEMB,1758726.239,8375146.661,4169931.103,37.0,2144602.189,NON BIO,FRANCE
205812,A,2013,A,MOINS DE 35 ANS,TOMATE AUTRES VRAC,4532749.368,14328651.4,6114931.698,42.4,2458171.648,NON BIO,FRANCE
205813,A,2013,A,MOINS DE 35 ANS,TOMATE BELGIQUE,1702973.092,3178960.331,1921821.279,14.1,816917.3941,NON BIO,BELGIQUE
205814,A,2013,A,MOINS DE 35 ANS,TOMATE BIO,1883067.456,6298211.625,2561418.646,17.4,1006058.757,BIO,FRANCE
205815,A,2013,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE,1583242.254,8401870.64,4669989.22,35.3,2046654.811,NON BIO,FRANCE
205816,A,2013,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE PREEMB,1583242.254,8401870.64,4669989.22,35.3,2046654.811,NON BIO,FRANCE
205817,A,2013,A,MOINS DE 35 ANS,TOMATE CERISE RONDE,2774619.698,15165661.01,7537123.464,49.5,2864128.23,NON BIO,FRANCE
205818,A,2013,A,MOINS DE 35 ANS,TOMATE CERISE RONDE PREEMB,2774619.698,15165661.01,7537123.464,49.5,2864128.23,NON BIO,FRANCE
205819,A,2013,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE,2134831.198,8057899.325,3778680.239,24.0,1389641.102,NON BIO,FRANCE
205820,A,2013,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE PREEMB,1894396.477,7092609.984,3338365.91,21.7,1258198.975,NON BIO,FRANCE
205821,A,2013,A,MOINS DE 35 ANS,TOMATE COCKTAIL GRAPPE VRAC,240434.7215,965289.341,440963.0249,5.4,315173.8246,NON BIO,FRANCE
205822,A,2013,A,MOINS DE 35 ANS,TOMATE COTELEE ET COEUR DE BOEUF,765334.4391,2092347.37,979670.7106,7.2,416277.8066,NON BIO,FRANCE
205823,A,2013,A,MOINS DE 35 ANS,TOMATE COTELEE ET COEUR DE BOEUF PREEMB,56760.94313,240023.4943,88558.65514,1.2,71576.70767,NON BIO,FRANCE
205824,A,2013,A,MOINS DE 35 ANS,TOMATE COTELEE ET COEUR DE BOEUF VRAC,708573.4959,1852323.876,891413.236,6.5,373898.233,NON BIO,FRANCE
205825,A,2013,A,MOINS DE 35 ANS,TOMATE ESPAGNE,6047878.49,13121948.5,7641992.202,46.5,2694482.514,NON BIO,ESPAGNE
205826,A,2013,A,MOINS DE 35 ANS,TOMATE FRANCE,23469543.72,52819144.68,26074720.42,71.4,4137606.325,NON BIO,FRANCE
205827,A,2013,A,MOINS DE 35 ANS,TOMATE HOLLANDE,462422.1366,814426.8629,485717.291,5.7,331993.598,NON BIO,HOLLANDE
205828,A,2013,A,MOINS DE 35 ANS,TOMATE ITALIE,238222.2031,672368.1229,324191.8642,4.0,231202.3804,NON BIO,ITALIE
205829,A,2013,A,MOINS DE 35 ANS,TOMATE MAROC,1995703.176,4006980.861,2686518.606,24.3,1405887.474,NON BIO,MAROC
205830,A,2013,A,MOINS DE 35 ANS,TOMATE,58701385.47,145880969.8,73188388.31,94.3,5459684.529,NON BIO,FRANCE
205831,A,2013,A,MOINS DE 35 ANS,TOMATE ORIGINE NON PRECISE,9185791.392,20233370.68,11104207.01,47.6,2758807.721,NON BIO,AUTRE ORIGINE
205832,A,2013,A,MOINS DE 35 ANS,TOMATE RONDE,19593194.12,36190244.48,21676946.26,76.5,4430180.027,NON BIO,FRANCE
205833,A,2013,A,MOINS DE 35 ANS,TOMATE RONDE GRAPPE,23018224.72,47109897.34,25194143.89,76.0,4402813.144,NON BIO,FRANCE
205834,A,2013,A,MOINS DE 35 ANS,TOMATE RONDE GRAPPE PREEMB,1480730.832,3660669.604,1634234.432,16.3,946170.1703,NON BIO,FRANCE
205835,A,2013,A,MOINS DE 35 ANS,TOMATE RONDE GRAPPE VRAC,21537488.1,43449221.95,23567271.01,73.6,4261188.799,NON BIO,FRANCE
205836,A,2013,A,MOINS DE 35 ANS,TOMATE RONDE PREEMB,7488320.636,12140916.68,7140816.242,37.2,2153736.068,NON BIO,FRANCE
205837,A,2013,A,MOINS DE 35 ANS,TOMATE RONDE VRAC,12104873.48,24049327.8,14603768.21,67.4,3903368.972,NON BIO,FRANCE
215622,A,2014,A,65 ANS ET PLUS,TOMATE,111329905.5,264812173.6,142731454.0,96.5,6778772.103,NON BIO,FRANCE
215623,A,2014,A,65 ANS ET PLUS,TOMATE ALLONGEE,10265939.07,25322675.95,16857496.53,60.6,4257863.157,NON BIO,FRANCE
215624,A,2014,A,65 ANS ET PLUS,TOMATE ALLONGEE PREEMB,1517474.99,5418797.712,4025427.516,25.2,1770279.753,NON BIO,FRANCE
215625,A,2014,A,65 ANS ET PLUS,TOMATE ALLONGEE VRAC,8748464.083,19903871.21,12874725.43,49.7,3495331.483,NON BIO,FRANCE
215626,A,2014,A,65 ANS ET PLUS,TOMATE AUTRE ORIGINE,1448238.244,3104376.436,2090079.885,12.3,865909.0082,NON BIO,AUTRE ORIGINE
215627,A,2014,A,65 ANS ET PLUS,TOMATE AUTRES,8571655.327,29522305.48,14632969.2,55.8,3919429.388,NON BIO,FRANCE
215628,A,2014,A,65 ANS ET PLUS,TOMATE AUTRES PREEMB,1603125.075,7990724.317,4156663.963,24.4,1713865.927,NON BIO,FRANCE
215629,A,2014,A,65 ANS ET PLUS,TOMATE AUTRES VRAC,6968523.226,21531581.16,10563866.46,46.8,3289982.067,NON BIO,FRANCE
215630,A,2014,A,65 ANS ET PLUS,TOMATE BELGIQUE,3542372.28,7062829.661,4536117.026,23.2,1629269.781,NON BIO,BELGIQUE
215631,A,2014,A,65 ANS ET PLUS,TOMATE BIO,4763233.789,15209642.3,6054800.532,21.4,1501925.881,BIO,FRANCE
215632,A,2014,A,65 ANS ET PLUS,TOMATE CERISE ALLONGEE,1500900.048,8170413.839,4769873.603,24.6,1725698.146,NON BIO,FRANCE
215633,A,2014,A,65 ANS ET PLUS,TOMATE CERISE ALLONGEE PREEMB,1420512.63,7783344.312,4553977.774,23.6,1660410.156,NON BIO,FRANCE
215634,A,2014,A,65 ANS ET PLUS,TOMATE CERISE ALLONGEE VRAC,80387.41764,387069.5263,217160.5556,2.0,139098.8294,NON BIO,FRANCE
215635,A,2014,A,65 ANS ET PLUS,TOMATE CERISE RONDE,2254719.162,11938610.05,6435124.851,33.3,2340411.405,NON BIO,FRANCE
215636,A,2014,A,65 ANS ET PLUS,TOMATE CERISE RONDE PREEMB,2041668.967,11097011.89,6026828.999,31.2,2189164.175,NON BIO,FRANCE
215637,A,2014,A,65 ANS ET PLUS,TOMATE CERISE RONDE VRAC,213050.1947,841598.1555,416432.2584,4.4,307061.5266,NON BIO,FRANCE
215638,A,2014,A,65 ANS ET PLUS,TOMATE COCKTAIL GRAPPE,2081641.349,8804196.362,4005395.655,19.9,1399138.753,NON BIO,FRANCE
215639,A,2014,A,65 ANS ET PLUS,TOMATE COCKTAIL GRAPPE PREEMB,1657100.789,6740689.785,3107854.433,16.7,1174136.894,NON BIO,FRANCE
215640,A,2014,A,65 ANS ET PLUS,TOMATE COCKTAIL GRAPPE VRAC,424540.5602,2063506.577,898623.2654,5.0,353554.2757,NON BIO,FRANCE
215641,A,2014,A,65 ANS ET PLUS,TOMATE COTELEE ET COEUR DE BOEUF,6805197.859,19409419.38,9143620.833,28.4,1997649.461,NON BIO,FRANCE
215642,A,2014,A,65 ANS ET PLUS,TOMATE COTELEE ET COEUR DE BOEUF PREEMB,114570.1628,421139.8513,149652.2689,1.5,106419.7035,NON BIO,FRANCE
215643,A,2014,A,65 ANS ET PLUS,TOMATE COTELEE ET COEUR DE BOEUF VRAC,6690627.696,18988279.53,9003348.618,28.0,1969846.558,NON BIO,FRANCE
215644,A,2014,A,65 ANS ET PLUS,TOMATE ESPAGNE,12078657.42,26159510.3,16238167.02,54.2,3809103.085,NON BIO,ESPAGNE
215645,A,2014,A,65 ANS ET PLUS,TOMATE FRANCE,64301755.55,147652223.5,77088378.73,87.4,6141715.344,NON BIO,FRANCE
215646,A,2014,A,65 ANS ET PLUS,TOMATE GROSSE A FARCIR,288961.886,695395.7793,279300.7813,3.9,270524.9851,NON BIO,FRANCE
215647,A,2014,A,65 ANS ET PLUS,TOMATE GROSSE A FARCIR VRAC,279111.0723,670312.0383,270047.1995,3.7,259416.4712,NON BIO,FRANCE
215648,A,2014,A,65 ANS ET PLUS,TOMATE HOLLANDE,1319362.62,2595064.073,1583353.185,14.3,1006286.617,NON BIO,HOLLANDE
215649,A,2014,A,65 ANS ET PLUS,TOMATE ITALIE,755294.6287,2464748.066,1177193.316,8.2,574031.2251,NON BIO,ITALIE
215650,A,2014,A,65 ANS ET PLUS,TOMATE MAROC,4617614.592,8906695.413,6222678.914,32.4,2276922.137,NON BIO,MAROC
215651,A,2014,A,65 ANS ET PLUS,TOMATE,106566664.7,249602531.3,136938550.2,95.8,6734260.759,NON BIO,FRANCE
215652,A,2014,A,65 ANS ET PLUS,TOMATE ORIGINE NON PRECISE,9928973.793,21317526.21,13270416.17,33.5,2355328.15,NON BIO,AUTRE ORIGINE
215653,A,2014,A,65 ANS ET PLUS,TOMATE RONDE,39903798.39,79027351.91,46080834.73,85.1,5977855.981,NON BIO,FRANCE
215654,A,2014,A,65 ANS ET PLUS,TOMATE RONDE GRAPPE,39657057.29,81921776.73,49119796.71,83.5,5869159.77,NON BIO,FRANCE
215655,A,2014,A,65 ANS ET PLUS,TOMATE RONDE GRAPPE PREEMB,1462044.841,3890193.129,1801321.76,14.3,1002583.779,NON BIO,FRANCE
215656,A,2014,A,65 ANS ET PLUS,TOMATE RONDE GRAPPE VRAC,38195012.45,78031583.6,47341865.36,82.5,5799684.131,NON BIO,FRANCE
215657,A,2014,A,65 ANS ET PLUS,TOMATE RONDE PREEMB,7359176.144,11904420.28,7117486.922,31.1,2187147.639,NON BIO,FRANCE
215658,A,2014,A,65 ANS ET PLUS,TOMATE RONDE VRAC,32544615.22,67122931.63,39078508.18,81.3,5710289.051,NON BIO,FRANCE
224572,A,2014,A,DE 35 A 49 ANS,TOMATE,111213689.1,269188325.9,122469068.1,96.0,7265636.311,NON BIO,FRANCE
224573,A,2014,A,DE 35 A 49 ANS,TOMATE ALLONGEE,9394458.022,25136333.15,14803238.6,57.2,4326579.321,NON BIO,FRANCE
224574,A,2014,A,DE 35 A 49 ANS,TOMATE ALLONGEE PREEMB,2885920.478,10814563.28,6808748.614,34.2,2587609.574,NON BIO,FRANCE
224575,A,2014,A,DE 35 A 49 ANS,TOMATE ALLONGEE VRAC,6508529.974,14321769.87,8109552.219,40.3,3052044.942,NON BIO,FRANCE
224576,A,2014,A,DE 35 A 49 ANS,TOMATE AUTRE ORIGINE,1809722.538,4023347.669,1945648.747,10.5,791634.8499,NON BIO,AUTRE ORIGINE
224577,A,2014,A,DE 35 A 49 ANS,TOMATE AUTRES,9979421.442,36703172.86,15255584.06,60.0,4539178.36,NON BIO,FRANCE
224578,A,2014,A,DE 35 A 49 ANS,TOMATE AUTRES PREEMB,2856184.018,14112032.43,6610813.405,38.4,2903726.017,NON BIO,FRANCE
224579,A,2014,A,DE 35 A 49 ANS,TOMATE AUTRES VRAC,7123229.854,22591140.42,8772566.278,41.8,3165002.612,NON BIO,FRANCE
224580,A,2014,A,DE 35 A 49 ANS,TOMATE BELGIQUE,3674277.353,7054104.696,3665828.806,19.5,1473892.82,NON BIO,BELGIQUE
224581,A,2014,A,DE 35 A 49 ANS,TOMATE BIO,4146283.103,14526957.5,5024432.278,16.7,1266176.678,BIO,FRANCE
224582,A,2014,A,DE 35 A 49 ANS,TOMATE CERISE ALLONGEE,2823775.212,14007349.19,7625585.266,36.7,2780230.375,NON BIO,FRANCE
224583,A,2014,A,DE 35 A 49 ANS,TOMATE CERISE ALLONGEE PREEMB,2761289.279,13696418.46,7484268.944,36.1,2736534.129,NON BIO,FRANCE
224584,A,2014,A,DE 35 A 49 ANS,TOMATE CERISE ALLONGEE VRAC,62478.36298,310930.7311,140407.8757,1.6,118605.1754,NON BIO,FRANCE
224585,A,2014,A,DE 35 A 49 ANS,TOMATE CERISE RONDE,4463542.673,22370092.84,11396142.74,47.3,3577717.13,NON BIO,FRANCE
224586,A,2014,A,DE 35 A 49 ANS,TOMATE CERISE RONDE PREEMB,4302172.41,21665971.61,11145457.11,46.8,3540622.258,NON BIO,FRANCE
224587,A,2014,A,DE 35 A 49 ANS,TOMATE CERISE RONDE VRAC,161362.6932,704113.6632,253342.835,2.3,177699.5776,NON BIO,FRANCE
224588,A,2014,A,DE 35 A 49 ANS,TOMATE COCKTAIL GRAPPE,3454070.08,13611168.39,5986415.865,29.2,2208106.322,NON BIO,FRANCE
224589,A,2014,A,DE 35 A 49 ANS,TOMATE COCKTAIL GRAPPE PREEMB,2764060.039,10891167.97,4917318.943,26.7,2022654.673,NON BIO,FRANCE
224590,A,2014,A,DE 35 A 49 ANS,TOMATE COCKTAIL GRAPPE VRAC,690002.471,2719992.845,1074259.923,5.8,438885.3284,NON BIO,FRANCE
224591,A,2014,A,DE 35 A 49 ANS,TOMATE COTELEE ET COEUR DE BOEUF,2313887.271,6597504.674,2401143.494,13.9,1053827.461,NON BIO,FRANCE
224592,A,2014,A,DE 35 A 49 ANS,TOMATE COTELEE ET COEUR DE BOEUF PREEMB,159894.0391,717914.4696,189365.5363,1.3,98543.66301,NON BIO,FRANCE
224593,A,2014,A,DE 35 A 49 ANS,TOMATE COTELEE ET COEUR DE BOEUF VRAC,2153985.661,5879590.204,2214094.494,13.4,1014681.016,NON BIO,FRANCE
224594,A,2014,A,DE 35 A 49 ANS,TOMATE ESPAGNE,11671863.62,23997649.27,12411944.17,47.3,3583425.198,NON BIO,ESPAGNE
224595,A,2014,A,DE 35 A 49 ANS,TOMATE FRANCE,48362121.41,106493843.6,47640005.38,75.5,5719007.26,NON BIO,FRANCE
224596,A,2014,A,DE 35 A 49 ANS,TOMATE GROSSE A FARCIR,267211.7749,710495.4952,236067.2232,2.9,218185.9808,NON BIO,FRANCE
224597,A,2014,A,DE 35 A 49 ANS,TOMATE GROSSE A FARCIR VRAC,267211.7749,710495.4952,236067.2232,2.9,218185.9808,NON BIO,FRANCE
224598,A,2014,A,DE 35 A 49 ANS,TOMATE HOLLANDE,1040571.723,1896350.419,975277.1774,8.0,604237.6129,NON BIO,HOLLANDE
224599,A,2014,A,DE 35 A 49 ANS,TOMATE ITALIE,739353.7916,2193381.929,772375.798,5.4,409088.3047,NON BIO,ITALIE
224600,A,2014,A,DE 35 A 49 ANS,TOMATE MAROC,3522392.778,6795258.193,4010811.116,24.2,1830821.193,NON BIO,MAROC
224601,A,2014,A,DE 35 A 49 ANS,TOMATE,107067406.0,254661360.8,117835941.3,95.5,7230608.153,NON BIO,FRANCE
224602,A,2014,A,DE 35 A 49 ANS,TOMATE ORIGINE NON PRECISE,15985989.66,32727117.37,16112437.76,42.4,3206980.381,NON BIO,AUTRE ORIGINE
224603,A,2014,A,DE 35 A 49 ANS,TOMATE RONDE,34497542.05,62518826.67,33594607.44,77.8,5889742.086,NON BIO,FRANCE
224604,A,2014,A,DE 35 A 49 ANS,TOMATE RONDE GRAPPE,44019757.84,87533352.37,43033972.97,79.8,6038833.19,NON BIO,FRANCE
224605,A,2014,A,DE 35 A 49 ANS,TOMATE RONDE GRAPPE PREEMB,2402347.185,5964317.92,2511345.545,16.9,1278887.349,NON BIO,FRANCE
224606,A,2014,A,DE 35 A 49 ANS,TOMATE RONDE GRAPPE VRAC,41617410.66,81569026.88,40537488.09,77.8,5888197.728,NON BIO,FRANCE
224607,A,2014,A,DE 35 A 49 ANS,TOMATE RONDE PREEMB,10444083.92,16604293.05,9525819.291,37.5,2841959.27,NON BIO,FRANCE
224608,A,2014,A,DE 35 A 49 ANS,TOMATE RONDE VRAC,24053458.13,45914533.62,24199861.75,68.6,5192964.123,NON BIO,FRANCE
225290,A,2014,A,DE 50 A 64 ANS,TOMATE,117693314.8,270568803.2,133559744.1,96.5,6690741.979,NON BIO,FRANCE
225291,A,2014,A,DE 50 A 64 ANS,TOMATE ALLONGEE,10897044.73,27124111.72,16685447.16,58.3,4044574.939,NON BIO,FRANCE
225292,A,2014,A,DE 50 A 64 ANS,TOMATE ALLONGEE PREEMB,2238474.574,7966462.206,5510940.827,29.0,2007138.703,NON BIO,FRANCE
225293,A,2014,A,DE 50 A 64 ANS,TOMATE ALLONGEE VRAC,8658563.221,19157649.52,11281511.4,47.3,3282276.552,NON BIO,FRANCE
225294,A,2014,A,DE 50 A 64 ANS,TOMATE AUTRE ORIGINE,1541541.206,3069091.469,1782812.171,10.9,759053.7083,NON BIO,AUTRE ORIGINE
225295,A,2014,A,DE 50 A 64 ANS,TOMATE AUTRES,9865465.759,34223745.59,14780134.51,57.5,3989422.338,NON BIO,FRANCE
225296,A,2014,A,DE 50 A 64 ANS,TOMATE AUTRES PREEMB,2324368.424,11557225.87,5501934.764,32.1,2223630.863,NON BIO,FRANCE
225297,A,2014,A,DE 50 A 64 ANS,TOMATE AUTRES VRAC,7541097.335,22666512.79,9383339.813,43.8,3033961.584,NON BIO,FRANCE
225298,A,2014,A,DE 50 A 64 ANS,TOMATE BELGIQUE,4065277.097,7691711.428,4308101.07,21.2,1470040.417,NON BIO,BELGIQUE
225299,A,2014,A,DE 50 A 64 ANS,TOMATE BIO,4606854.149,14764680.69,5109203.871,20.4,1415525.658,BIO,FRANCE
225300,A,2014,A,DE 50 A 64 ANS,TOMATE CERISE ALLONGEE,2262885.926,11388253.0,6574155.411,31.7,2198567.801,NON BIO,FRANCE
225301,A,2014,A,DE 50 A 64 ANS,TOMATE CERISE ALLONGEE PREEMB,2171452.55,11035650.74,6414680.85,30.9,2141078.754,NON BIO,FRANCE
225302,A,2014,A,DE 50 A 64 ANS,TOMATE CERISE ALLONGEE VRAC,91433.37601,352602.2624,158989.2462,2.1,146426.5166,NON BIO,FRANCE
225303,A,2014,A,DE 50 A 64 ANS,TOMATE CERISE RONDE,3084905.81,15598736.39,8428946.753,40.8,2829671.635,NON BIO,FRANCE
225304,A,2014,A,DE 50 A 64 ANS,TOMATE CERISE RONDE PREEMB,2907800.442,14790312.27,8087901.925,39.7,2752125.205,NON BIO,FRANCE
225305,A,2014,A,DE 50 A 64 ANS,TOMATE CERISE RONDE VRAC,177098.4347,808424.1262,343963.6526,3.1,218260.0933,NON BIO,FRANCE
225306,A,2014,A,DE 50 A 64 ANS,TOMATE COCKTAIL GRAPPE,2509550.822,10209970.19,4594298.353,25.5,1766685.841,NON BIO,FRANCE
225307,A,2014,A,DE 50 A 64 ANS,TOMATE COCKTAIL GRAPPE PREEMB,2069397.705,8324194.943,3751867.5,23.4,1623330.676,NON BIO,FRANCE
225308,A,2014,A,DE 50 A 64 ANS,TOMATE COCKTAIL GRAPPE VRAC,440146.1841,1885775.248,842389.2543,4.3,297470.4603,NON BIO,FRANCE
225309,A,2014,A,DE 50 A 64 ANS,TOMATE COTELEE ET COEUR DE BOEUF,4370103.549,11626369.42,5056699.704,21.6,1495699.722,NON BIO,FRANCE
225310,A,2014,A,DE 50 A 64 ANS,TOMATE COTELEE ET COEUR DE BOEUF PREEMB,95454.55876,312251.7735,113646.9442,1.6,108925.521,NON BIO,FRANCE
225311,A,2014,A,DE 50 A 64 ANS,TOMATE COTELEE ET COEUR DE BOEUF VRAC,4274642.057,11314110.71,4951434.846,21.1,1459432.814,NON BIO,FRANCE
225312,A,2014,A,DE 50 A 64 ANS,TOMATE ESPAGNE,12751815.27,25966843.06,15385509.71,53.9,3733945.505,NON BIO,ESPAGNE
225313,A,2014,A,DE 50 A 64 ANS,TOMATE FRANCE,62320380.36,134682000.7,64493531.52,84.0,5827088.988,NON BIO,FRANCE
225314,A,2014,A,DE 50 A 64 ANS,TOMATE GROSSE A FARCIR,264690.8879,702264.9016,229588.7357,3.2,219133.6606,NON BIO,FRANCE
225315,A,2014,A,DE 50 A 64 ANS,TOMATE GROSSE A FARCIR VRAC,250332.4922,664951.099,213656.5323,2.9,203353.9848,NON BIO,FRANCE
225316,A,2014,A,DE 50 A 64 ANS,TOMATE HOLLANDE,1212157.807,2349382.954,1306184.153,10.6,733886.6508,NON BIO,HOLLANDE
225317,A,2014,A,DE 50 A 64 ANS,TOMATE ITALIE,1006522.841,2843738.841,1333860.983,7.5,516895.31,NON BIO,ITALIE
