,duree,annee,periode,geog,label,quantite,S_dep,nbr_act,penet,nbr_ach,BIO,pays
605,A,2005,A,65 ANS ET PLUS,TOMATE,99922624.55,210599649.4,125054495.9,96.2,6060011.676,NON BIO,FRANCE
606,A,2005,A,65 ANS ET PLUS,TOMATE ALLONGEE,6818475.673,15263912.44,9492104.865,39.0,2455181.134,NON BIO,FRANCE
607,A,2005,A,65 ANS ET PLUS,TOMATE BIO,2020979.809,4952849.297,2405906.757,13.6,859140.8799,BIO,FRANCE
608,A,2005,A,65 ANS ET PLUS,TOMATE CERISE ALLONGEE,4263996.533,20589751.01,10705950.74,39.3,2476021.689,NON BIO,FRANCE
609,A,2005,A,65 ANS ET PLUS,TOMATE GRAPPE,36319805.6,78932438.95,47227632.69,84.7,5333507.394,NON BIO,FRANCE
610,A,2005,A,65 ANS ET PLUS,TOMATE,97901638.44,205646800.1,122790644.9,95.7,6027094.931,NON BIO,FRANCE
611,A,2005,A,65 ANS ET PLUS,TOMATE PREEMB,16279111.93,37747333.28,20862749.69,62.3,3924471.774,NON BIO,FRANCE
612,A,2005,A,65 ANS ET PLUS,TOMATE RONDE,52257831.3,95244694.29,61146976.71,89.3,5625501.835,NON BIO,FRANCE
613,A,2005,A,65 ANS ET PLUS,TOMATE RONDE GROSSE,26999518.84,52359874.47,30532521.87,75.0,4725315.765,NON BIO,FRANCE
614,A,2005,A,65 ANS ET PLUS,TOMATE RONDE PETITE,20861754.89,36116821.11,26914236.26,74.5,4693167.162,NON BIO,FRANCE
615,A,2005,A,65 ANS ET PLUS,TOMATE VRAC,83643506.32,172852316.1,105768135.9,95.0,5979212.024,NON BIO,FRANCE
7935,A,2005,A,DE 35 A 49 ANS,TOMATE,104558295.8,218998367.7,107972153.4,94.1,6946183.177,NON BIO,FRANCE
7936,A,2005,A,DE 35 A 49 ANS,TOMATE ALLONGEE,3764078.627,7783351.403,4876190.586,28.1,2075684.901,NON BIO,FRANCE
7937,A,2005,A,DE 35 A 49 ANS,TOMATE BIO,1230616.842,3110614.75,1132703.206,6.5,479076.9023,BIO,FRANCE
7938,A,2005,A,DE 35 A 49 ANS,TOMATE CERISE ALLONGEE,5819002.471,28754728.88,13854572.67,46.9,3463094.977,NON BIO,FRANCE
7939,A,2005,A,DE 35 A 49 ANS,TOMATE GRAPPE,43207503.5,90775980.8,44021717.91,81.4,6007025.887,NON BIO,FRANCE
7940,A,2005,A,DE 35 A 49 ANS,TOMATE,103327671.6,215887752.9,106910091.0,93.9,6934473.704,NON BIO,FRANCE
7941,A,2005,A,DE 35 A 49 ANS,TOMATE PREEMB,25187370.87,59116771.14,29966349.21,69.6,5139542.974,NON BIO,FRANCE
7942,A,2005,A,DE 35 A 49 ANS,TOMATE RONDE,51700267.32,91552401.52,50406112.2,85.2,6292881.726,NON BIO,FRANCE
7943,A,2005,A,DE 35 A 49 ANS,TOMATE RONDE GROSSE,18731339.13,35801564.79,17392524.1,64.0,4726337.392,NON BIO,FRANCE
7944,A,2005,A,DE 35 A 49 ANS,TOMATE RONDE PETITE,25306591.9,44144209.63,26759430.32,71.4,5268302.874,NON BIO,FRANCE
7945,A,2005,A,DE 35 A 49 ANS,TOMATE VRAC,79370924.96,159881596.5,80914604.08,89.6,6613836.45,NON BIO,FRANCE
8538,A,2005,A,DE 50 A 64 ANS,TOMATE,102903248.4,208065922.6,109402550.8,96.1,5840256.623,NON BIO,FRANCE
8539,A,2005,A,DE 50 A 64 ANS,TOMATE ALLONGEE,4265402.612,8914328.66,5240305.58,32.3,1965100.914,NON BIO,FRANCE
8540,A,2005,A,DE 50 A 64 ANS,TOMATE BIO,1820789.5,4135334.496,1856601.394,9.8,596814.2348,BIO,FRANCE
8541,A,2005,A,DE 50 A 64 ANS,TOMATE CERISE ALLONGEE,4806429.078,21968198.54,11080215.69,45.8,2783321.528,NON BIO,FRANCE
8542,A,2005,A,DE 50 A 64 ANS,TOMATE GRAPPE,39617030.43,82728179.48,42325640.0,83.2,5057543.949,NON BIO,FRANCE
8543,A,2005,A,DE 50 A 64 ANS,TOMATE,101082452.8,203930588.2,107582180.8,95.9,5831320.367,NON BIO,FRANCE
8544,A,2005,A,DE 50 A 64 ANS,TOMATE PREEMB,21508054.31,47081454.61,25016866.08,71.7,4356935.405,NON BIO,FRANCE
8545,A,2005,A,DE 50 A 64 ANS,TOMATE RONDE,54214374.08,94455209.89,55037950.37,89.2,5421042.876,NON BIO,FRANCE
8546,A,2005,A,DE 50 A 64 ANS,TOMATE RONDE GROSSE,21682366.01,40702518.04,21109418.27,69.5,4225025.325,NON BIO,FRANCE
8547,A,2005,A,DE 50 A 64 ANS,TOMATE RONDE PETITE,25478511.85,43340215.08,28198866.2,74.1,4502407.925,NON BIO,FRANCE
8548,A,2005,A,DE 50 A 64 ANS,TOMATE VRAC,81395187.97,160984468.0,86531474.32,93.3,5669239.785,NON BIO,FRANCE
13520,A,2005,A,MOINS DE 35 ANS,TOMATE,57368064.81,126580118.4,65687390.2,92.9,5221710.812,NON BIO,FRANCE
13521,A,2005,A,MOINS DE 35 ANS,TOMATE ALLONGEE,2185883.812,4751543.947,2995581.593,27.9,1569958.754,NON BIO,FRANCE
13522,A,2005,A,MOINS DE 35 ANS,TOMATE BIO,593342.882,1573579.098,698568.9641,5.1,287328.2554,BIO,FRANCE
13523,A,2005,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE,4570397.454,23720054.66,11257554.89,49.6,2789682.967,NON BIO,FRANCE
13524,A,2005,A,MOINS DE 35 ANS,TOMATE GRAPPE,21927304.22,47131126.47,23910611.8,75.4,4237145.924,NON BIO,FRANCE
13525,A,2005,A,MOINS DE 35 ANS,TOMATE,56774716.31,125006539.3,65061857.74,92.8,5215701.266,NON BIO,FRANCE
13526,A,2005,A,MOINS DE 35 ANS,TOMATE PREEMB,15857156.82,41128275.87,20523920.64,71.4,4013567.202,NON BIO,FRANCE
13527,A,2005,A,MOINS DE 35 ANS,TOMATE RONDE,28666180.85,50952703.01,30673369.21,81.2,4563499.687,NON BIO,FRANCE
13528,A,2005,A,MOINS DE 35 ANS,TOMATE RONDE GROSSE,9003008.218,17744980.65,9589295.927,56.9,3198090.363,NON BIO,FRANCE
13529,A,2005,A,MOINS DE 35 ANS,TOMATE RONDE PETITE,14981241.6,26191214.83,17208601.96,66.7,3752109.789,NON BIO,FRANCE
13530,A,2005,A,MOINS DE 35 ANS,TOMATE VRAC,41510907.99,85451836.9,46928999.97,85.4,4799609.071,NON BIO,FRANCE
21546,A,2006,A,65 ANS ET PLUS,TOMATE,105718795.4,220296986.0,129095152.3,96.4,6127695.371,NON BIO,FRANCE
21547,A,2006,A,65 ANS ET PLUS,TOMATE ALLONGEE,8386876.221,18435381.29,11502110.1,44.7,2840841.527,NON BIO,FRANCE
21548,A,2006,A,65 ANS ET PLUS,TOMATE BIO,2578882.55,6188234.967,3105946.987,14.0,890905.8842,BIO,FRANCE
21549,A,2006,A,65 ANS ET PLUS,TOMATE CERISE ALLONGEE,3978952.881,19833995.97,9965997.302,39.7,2523701.509,NON BIO,FRANCE
21550,A,2006,A,65 ANS ET PLUS,TOMATE GRAPPE,38405591.35,81405447.74,48358589.55,84.8,5391475.656,NON BIO,FRANCE
21551,A,2006,A,65 ANS ET PLUS,TOMATE,103139912.8,214108751.1,126247058.0,96.0,6102466.301,NON BIO,FRANCE
21552,A,2006,A,65 ANS ET PLUS,TOMATE PREEMB,16261098.26,35841080.92,20464131.55,63.0,4001830.034,NON BIO,FRANCE
21553,A,2006,A,65 ANS ET PLUS,TOMATE RONDE,54914982.05,100531841.1,63206046.29,87.9,5586602.071,NON BIO,FRANCE
21554,A,2006,A,65 ANS ET PLUS,TOMATE RONDE GROSSE,27049452.62,53551766.88,29706278.95,70.3,4470725.861,NON BIO,FRANCE
21555,A,2006,A,65 ANS ET PLUS,TOMATE RONDE PETITE,22513559.61,39473145.22,28864636.17,72.9,4634330.242,NON BIO,FRANCE
21556,A,2006,A,65 ANS ET PLUS,TOMATE VRAC,89457697.13,184455905.1,110230273.0,95.0,6037299.151,NON BIO,FRANCE
28847,A,2006,A,DE 35 A 49 ANS,TOMATE,105702167.7,219284213.1,106238474.1,94.1,6965949.738,NON BIO,FRANCE
28848,A,2006,A,DE 35 A 49 ANS,TOMATE ALLONGEE,4448033.284,9658402.522,5437309.41,33.8,2500843.374,NON BIO,FRANCE
28849,A,2006,A,DE 35 A 49 ANS,TOMATE BIO,1230661.041,2795135.586,1110379.493,6.7,498339.9452,BIO,FRANCE
28850,A,2006,A,DE 35 A 49 ANS,TOMATE CERISE ALLONGEE,5816944.808,29427399.85,14053869.08,48.1,3557641.828,NON BIO,FRANCE
28851,A,2006,A,DE 35 A 49 ANS,TOMATE GRAPPE,43182216.1,89915980.73,43018311.58,80.4,5956061.532,NON BIO,FRANCE
28852,A,2006,A,DE 35 A 49 ANS,TOMATE,104471499.2,216489070.1,105171932.3,94.0,6960485.76,NON BIO,FRANCE
28853,A,2006,A,DE 35 A 49 ANS,TOMATE PREEMB,24711424.35,58902546.58,29823212.47,70.3,5206793.221,NON BIO,FRANCE
28854,A,2006,A,DE 35 A 49 ANS,TOMATE RONDE,52254966.09,90282415.22,48938279.76,85.0,6292177.606,NON BIO,FRANCE
28855,A,2006,A,DE 35 A 49 ANS,TOMATE RONDE GROSSE,18390327.64,34863502.45,16600186.37,60.4,4469474.584,NON BIO,FRANCE
28856,A,2006,A,DE 35 A 49 ANS,TOMATE RONDE PETITE,25614379.99,43715153.84,25794713.47,69.5,5147807.434,NON BIO,FRANCE
28857,A,2006,A,DE 35 A 49 ANS,TOMATE VRAC,80990735.93,160381659.2,79546394.86,88.7,6568811.841,NON BIO,FRANCE
29455,A,2006,A,DE 50 A 64 ANS,TOMATE,111253666.8,222859519.1,116998674.8,95.9,5989557.089,NON BIO,FRANCE
29456,A,2006,A,DE 50 A 64 ANS,TOMATE ALLONGEE,5711059.325,12114071.85,6901398.971,39.2,2445946.937,NON BIO,FRANCE
29457,A,2006,A,DE 50 A 64 ANS,TOMATE BIO,2156561.862,4414120.233,1931726.106,10.8,673776.4514,BIO,FRANCE
29458,A,2006,A,DE 50 A 64 ANS,TOMATE CERISE ALLONGEE,5009261.948,24077126.78,12251259.45,49.0,3058066.109,NON BIO,FRANCE
29459,A,2006,A,DE 50 A 64 ANS,TOMATE GRAPPE,41954364.63,86729635.65,44449544.94,84.4,5274736.166,NON BIO,FRANCE
29460,A,2006,A,DE 50 A 64 ANS,TOMATE,109097105.0,218445398.8,115186596.7,95.9,5988538.942,NON BIO,FRANCE
29461,A,2006,A,DE 50 A 64 ANS,TOMATE PREEMB,21588992.29,48406529.33,26427911.25,76.1,4751170.863,NON BIO,FRANCE
29462,A,2006,A,DE 50 A 64 ANS,TOMATE RONDE,58573690.3,99931551.52,58456172.32,89.5,5589918.481,NON BIO,FRANCE
29463,A,2006,A,DE 50 A 64 ANS,TOMATE RONDE GROSSE,22937781.97,42950013.19,21774563.78,68.2,4258149.992,NON BIO,FRANCE
29464,A,2006,A,DE 50 A 64 ANS,TOMATE RONDE PETITE,28027914.83,46326103.68,30564164.6,75.7,4726735.317,NON BIO,FRANCE
29465,A,2006,A,DE 50 A 64 ANS,TOMATE VRAC,89664668.29,174452989.8,93432202.23,93.3,5830488.681,NON BIO,FRANCE
34459,A,2006,A,MOINS DE 35 ANS,TOMATE,57635406.62,126939333.3,66505868.95,92.1,5162518.86,NON BIO,FRANCE
34460,A,2006,A,MOINS DE 35 ANS,TOMATE ALLONGEE,2565225.301,5761152.493,3710829.219,34.0,1902701.702,NON BIO,FRANCE
34461,A,2006,A,MOINS DE 35 ANS,TOMATE BIO,756139.6026,1810363.274,821626.5381,6.4,360713.2699,BIO,FRANCE
34462,A,2006,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE,4368724.41,23314682.64,11167721.84,50.5,2828523.463,NON BIO,FRANCE
34463,A,2006,A,MOINS DE 35 ANS,TOMATE GRAPPE,22774873.5,49488343.23,25632304.91,77.5,4342842.305,NON BIO,FRANCE
34464,A,2006,A,MOINS DE 35 ANS,TOMATE,56879267.02,125128964.5,65723589.49,92.0,5157055.545,NON BIO,FRANCE
34465,A,2006,A,MOINS DE 35 ANS,TOMATE PREEMB,15637766.92,41587381.17,21245022.04,71.6,4010801.633,NON BIO,FRANCE
34466,A,2006,A,MOINS DE 35 ANS,TOMATE RONDE,27901155.18,48343355.69,29635508.33,80.6,4514799.444,NON BIO,FRANCE
34467,A,2006,A,MOINS DE 35 ANS,TOMATE RONDE GROSSE,9664677.034,18290915.17,9437778.559,57.9,3243735.401,NON BIO,FRANCE
34468,A,2006,A,MOINS DE 35 ANS,TOMATE RONDE PETITE,13125880.39,22513155.5,15632959.21,65.4,3663581.35,NON BIO,FRANCE
34469,A,2006,A,MOINS DE 35 ANS,TOMATE VRAC,41997639.7,85351952.18,47468961.93,84.6,4741395.335,NON BIO,FRANCE
42428,A,2007,A,65 ANS ET PLUS,TOMATE,106418785.0,229929442.9,129780104.2,96.0,6180186.434,NON BIO,FRANCE
42429,A,2007,A,65 ANS ET PLUS,TOMATE ALLONGEE,8294909.997,19358221.08,11955182.28,43.1,2772327.854,NON BIO,FRANCE
42430,A,2007,A,65 ANS ET PLUS,TOMATE BIO,2989259.057,7877430.568,3223957.259,15.5,995267.4056,BIO,FRANCE
42431,A,2007,A,65 ANS ET PLUS,TOMATE CERISE ALLONGEE,4555375.009,24410215.92,11710216.55,42.8,2756562.861,NON BIO,FRANCE
42432,A,2007,A,65 ANS ET PLUS,TOMATE GRAPPE,38809512.92,81817329.22,49219674.34,85.1,5475596.154,NON BIO,FRANCE
42433,A,2007,A,65 ANS ET PLUS,TOMATE,103429525.9,222052012.4,126765913.4,95.7,6160616.985,NON BIO,FRANCE
42434,A,2007,A,65 ANS ET PLUS,TOMATE PREEMB,17602345.85,42821114.75,22446943.15,63.9,4114759.857,NON BIO,FRANCE
42435,A,2007,A,65 ANS ET PLUS,TOMATE RONDE,54758980.64,104343670.3,61871632.0,88.1,5673917.068,NON BIO,FRANCE
42436,A,2007,A,65 ANS ET PLUS,TOMATE RONDE GROSSE,26971238.79,55301067.24,29232404.91,72.2,4646598.252,NON BIO,FRANCE
42437,A,2007,A,65 ANS ET PLUS,TOMATE RONDE PETITE,23379330.83,41915712.31,28950881.65,74.6,4803527.207,NON BIO,FRANCE
42438,A,2007,A,65 ANS ET PLUS,TOMATE VRAC,88816432.71,187108328.2,109456999.9,94.3,6070217.718,NON BIO,FRANCE
49800,A,2007,A,DE 35 A 49 ANS,TOMATE,110343790.0,235960711.3,112285830.4,95.6,7107509.911,NON BIO,FRANCE
49801,A,2007,A,DE 35 A 49 ANS,TOMATE ALLONGEE,5385156.528,12184973.79,6354303.637,35.0,2599919.636,NON BIO,FRANCE
49802,A,2007,A,DE 35 A 49 ANS,TOMATE BIO,1689158.017,4589047.511,1881937.912,9.2,686607.4201,BIO,FRANCE
49803,A,2007,A,DE 35 A 49 ANS,TOMATE CERISE ALLONGEE,8013900.98,39227304.42,18881168.88,53.3,3958290.959,NON BIO,FRANCE
49804,A,2007,A,DE 35 A 49 ANS,TOMATE GRAPPE,45483441.65,92249855.2,44222218.43,82.8,6152388.698,NON BIO,FRANCE
49805,A,2007,A,DE 35 A 49 ANS,TOMATE,108654624.5,231371656.4,110533128.4,95.5,7101808.871,NON BIO,FRANCE
49806,A,2007,A,DE 35 A 49 ANS,TOMATE PREEMB,27734126.22,72586372.78,36124451.95,75.8,5635028.588,NON BIO,FRANCE
49807,A,2007,A,DE 35 A 49 ANS,TOMATE RONDE,51461283.37,92298555.61,49326121.16,86.3,6413127.669,NON BIO,FRANCE
49808,A,2007,A,DE 35 A 49 ANS,TOMATE RONDE GROSSE,17424371.0,33657432.7,15215615.56,59.1,4393911.384,NON BIO,FRANCE
49809,A,2007,A,DE 35 A 49 ANS,TOMATE RONDE PETITE,26726513.82,46854248.23,27975153.12,73.8,5482594.516,NON BIO,FRANCE
49810,A,2007,A,DE 35 A 49 ANS,TOMATE VRAC,82609663.74,163374338.5,80255438.87,90.6,6730616.891,NON BIO,FRANCE
50411,A,2007,A,DE 50 A 64 ANS,TOMATE,111808346.5,228879882.3,116978407.0,96.3,6155803.591,NON BIO,FRANCE
50412,A,2007,A,DE 50 A 64 ANS,TOMATE ALLONGEE,6707201.037,13853100.25,7720516.559,40.1,2563047.086,NON BIO,FRANCE
50413,A,2007,A,DE 50 A 64 ANS,TOMATE BIO,2718293.793,6177195.552,2380598.649,13.6,866256.1762,BIO,FRANCE
50414,A,2007,A,DE 50 A 64 ANS,TOMATE CERISE ALLONGEE,4990111.094,24982180.03,12648541.75,49.8,3183132.731,NON BIO,FRANCE
50415,A,2007,A,DE 50 A 64 ANS,TOMATE GRAPPE,45208684.93,92478597.45,47032491.8,86.8,5548884.196,NON BIO,FRANCE
50416,A,2007,A,DE 50 A 64 ANS,TOMATE,109090052.7,222702686.8,114782231.7,96.3,6153368.474,NON BIO,FRANCE
50417,A,2007,A,DE 50 A 64 ANS,TOMATE PREEMB,21725047.86,54295787.95,27565564.5,72.3,4619589.804,NON BIO,FRANCE
50418,A,2007,A,DE 50 A 64 ANS,TOMATE RONDE,54902336.65,97565998.19,54951102.9,90.2,5766440.503,NON BIO,FRANCE
50419,A,2007,A,DE 50 A 64 ANS,TOMATE RONDE GROSSE,21422639.55,41242415.96,20500056.11,69.2,4422779.928,NON BIO,FRANCE
50420,A,2007,A,DE 50 A 64 ANS,TOMATE RONDE PETITE,27909740.51,47117311.85,30024860.26,77.4,4947493.348,NON BIO,FRANCE
50421,A,2007,A,DE 50 A 64 ANS,TOMATE VRAC,90083292.23,174584094.4,92227722.86,93.8,5996913.795,NON BIO,FRANCE
55443,A,2007,A,MOINS DE 35 ANS,TOMATE,59974638.58,137610904.6,68695985.76,92.0,5180639.888,NON BIO,FRANCE
55444,A,2007,A,MOINS DE 35 ANS,TOMATE ALLONGEE,2508978.458,6282948.72,3800131.017,33.0,1856923.903,NON BIO,FRANCE
55445,A,2007,A,MOINS DE 35 ANS,TOMATE BIO,1305865.169,3376088.149,1502200.281,8.2,462096.4089,BIO,FRANCE
55446,A,2007,A,MOINS DE 35 ANS,TOMATE CERISE ALLONGEE,5048772.349,27500964.14,13083714.91,55.4,3120305.987,NON BIO,FRANCE
55447,A,2007,A,MOINS DE 35 ANS,TOMATE GRAPPE,25581773.37,54323611.67,27353399.03,77.3,4352748.815,NON BIO,FRANCE
55448,A,2007,A,MOINS DE 35 ANS,TOMATE,58668773.41,134234810.8,67289749.52,92.0,5176249.744,NON BIO,FRANCE
55449,A,2007,A,MOINS DE 35 ANS,TOMATE PREEMB,16026360.78,47266179.66,22917811.58,72.9,4103563.125,NON BIO,FRANCE
55450,A,2007,A,MOINS DE 35 ANS,TOMATE RONDE,26835108.78,49503374.45,28929871.54,79.7,4485629.463,NON BIO,FRANCE
55451,A,2007,A,MOINS DE 35 ANS,TOMATE RONDE GROSSE,9310369.395,18699412.42,9371972.119,56.7,3191555.77,NON BIO,FRANCE
55452,A,2007,A,MOINS DE 35 ANS,TOMATE RONDE PETITE,13285014.26,23928231.32,15978463.18,67.0,3771420.602,NON BIO,FRANCE
55453,A,2007,A,MOINS DE 35 ANS,TOMATE VRAC,43948272.18,90344724.95,48683177.38,85.2,4795472.307,NON BIO,FRANCE
63501,A,2008,A,65 ANS ET PLUS,TOMATE,101219278.3,212194747.5,125308399.0,95.2,6216875.823,NON BIO,FRANCE
63502,A,2008,A,65 ANS ET PLUS,TOMATE ALLONGEE,4182729.138,9014225.768,5625247.869,31.8,2075989.384,NON BIO,FRANCE
63503,A,2008,A,65 ANS ET PLUS,TOMATE ALLONGEE GRAPPE,410938.5265,777050.7192,481285.7076,5.5,360340.786,NON BIO,FRANCE
63504,A,2008,A,65 ANS ET PLUS,TOMATE ALLONGEE NON GRAPPE,3771784.083,8237168.521,5146279.864,29.4,1919952.482,NON BIO,FRANCE
63505,A,2008,A,65 ANS ET PLUS,TOMATE AUTRES,9325078.7,18022373.28,11137946.78,53.1,3469052.905,NON BIO,FRANCE
63506,A,2008,A,65 ANS ET PLUS,TOMATE AUTRE NON GRAPPE,885134.0217,2002874.017,1022557.485,8.6,562535.8857,NON BIO,FRANCE
63507,A,2008,A,65 ANS ET PLUS,TOMATE BIO,3277995.836,8467717.941,3914299.963,21.5,1405944.726,BIO,FRANCE
63508,A,2008,A,65 ANS ET PLUS,TOMATE CERISE ALLONGEE,1903062.629,9181505.163,4980364.976,30.1,1965634.08,NON BIO,FRANCE
63509,A,2008,A,65 ANS ET PLUS,TOMATE CERISE GRAPPE,380423.1924,1617573.856,759410.0618,6.9,448766.0501,NON BIO,FRANCE
63510,A,2008,A,65 ANS ET PLUS,TOMATE CERISE NON GRAPPE,1522632.908,7563931.307,4233542.327,27.0,1761506.473,NON BIO,FRANCE
63511,A,2008,A,65 ANS ET PLUS,TOMATE COCKTAIL,392612.3513,1496700.75,736272.2047,8.2,533541.7482,NON BIO,FRANCE
63512,A,2008,A,65 ANS ET PLUS,TOMATE COCKTAIL GRAPPE,302561.4307,1192448.376,560303.0564,6.1,397704.769,NON BIO,FRANCE
63513,A,2008,A,65 ANS ET PLUS,TOMATE COCKTAIL NON GRAPPE,90050.9206,304252.3745,184371.6376,2.8,181845.015,NON BIO,FRANCE
63514,A,2008,A,65 ANS ET PLUS,TOMATE COTELEE ET COEUR DE BOEUF,213502.8787,675150.1342,352734.803,3.6,232488.4567,NON BIO,FRANCE
63515,A,2008,A,65 ANS ET PLUS,TOMATE COTELEE NON GRAPPE,193361.7136,629553.4091,314946.4518,3.2,210891.3824,NON BIO,FRANCE
63516,A,2008,A,65 ANS ET PLUS,TOMATE GRAPPE,16439858.76,33339908.87,20526288.97,67.3,4394880.567,NON BIO,FRANCE
63517,A,2008,A,65 ANS ET PLUS,TOMATE GRAPPE AUTRE,8439944.678,16019499.26,10125352.15,48.7,3176904.815,NON BIO,FRANCE
63518,A,2008,A,65 ANS ET PLUS,TOMATE,97941282.42,203727023.1,121579809.0,94.9,6195154.703,NON BIO,FRANCE
63519,A,2008,A,65 ANS ET PLUS,TOMATE NON GRAPPE,30295974.92,60098951.56,35423824.14,81.2,5299196.029,NON BIO,FRANCE
63520,A,2008,A,65 ANS ET PLUS,TOMATE PREEMB,15149316.06,38892361.28,21402315.4,63.2,4128566.705,NON BIO,FRANCE
63521,A,2008,A,65 ANS ET PLUS,TOMATE RONDE,26772975.03,49691805.91,32228678.03,80.1,5226896.754,NON BIO,FRANCE
63522,A,2008,A,65 ANS ET PLUS,TOMATE RONDE GROSSE,15203654.77,28298284.72,15349546.01,59.5,3886657.275,NON BIO,FRANCE
63523,A,2008,A,65 ANS ET PLUS,TOMATE RONDE GROSSE GRAPPE,2519427.982,5096400.285,2833989.238,19.7,1284875.758,NON BIO,FRANCE
63524,A,2008,A,65 ANS ET PLUS,TOMATE RONDE GROSSE NON GRAPPE,12684220.25,23201884.43,12564052.25,54.0,3522836.671,NON BIO,FRANCE
63525,A,2008,A,65 ANS ET PLUS,TOMATE RONDE MOYENNE,1852654.222,2869864.669,1768257.191,13.2,863158.2804,NON BIO,FRANCE
63526,A,2008,A,65 ANS ET PLUS,TOMATE RONDE MOYENNE GRAPPE,215415.7997,440141.5837,231567.9042,2.6,169923.5344,NON BIO,FRANCE
63527,A,2008,A,65 ANS ET PLUS,TOMATE RONDE MOYENNE NON GRAPPE,1637231.894,2429723.085,1540998.256,11.5,749851.9854,NON BIO,FRANCE
63528,A,2008,A,65 ANS ET PLUS,TOMATE RONDE PETITE,13662525.93,23880742.89,17316479.31,64.5,4211599.229,NON BIO,FRANCE
63529,A,2008,A,65 ANS ET PLUS,TOMATE RONDE PETITE GRAPPE,4150986.4,8151191.534,5666587.855,33.9,2212923.192,NON BIO,FRANCE
63530,A,2008,A,65 ANS ET PLUS,TOMATE RONDE PETITE NON GRAPPE,9511533.006,15729544.83,11695449.0,54.0,3527543.893,NON BIO,FRANCE
63531,A,2008,A,65 ANS ET PLUS,TOMATE VRAC,86069962.2,173302386.3,105915538.5,92.5,6036375.729,NON BIO,FRANCE
71378,A,2008,A,DE 35 A 49 ANS,TOMATE,110267593.0,232481301.3,112972145.2,94.7,7078662.805,NON BIO,FRANCE
71379,A,2008,A,DE 35 A 49 ANS,TOMATE ALLONGEE,2999092.208,6804850.619,3821096.857,25.3,1889902.821,NON BIO,FRANCE
71380,A,2008,A,DE 35 A 49 ANS,TOMATE ALLONGEE GRAPPE,413921.2633,953203.6735,488797.0971,3.8,285181.4725,NON BIO,FRANCE
71381,A,2008,A,DE 35 A 49 ANS,TOMATE ALLONGEE NON GRAPPE,2585170.945,5851646.945,3332352.084,23.1,1726277.783,NON BIO,FRANCE
71382,A,2008,A,DE 35 A 49 ANS,TOMATE AUTRES,9254442.261,16813769.5,8445660.669,42.0,3142602.354,NON BIO,FRANCE
71383,A,2008,A,DE 35 A 49 ANS,TOMATE AUTRE NON GRAPPE,746067.3822,1728101.653,710793.442,6.1,458493.9494,NON BIO,FRANCE
71384,A,2008,A,DE 35 A 49 ANS,TOMATE BIO,2554860.322,7578866.563,2799101.898,14.1,1051341.322,BIO,FRANCE
71385,A,2008,A,DE 35 A 49 ANS,TOMATE CERISE ALLONGEE,2909236.723,14466314.56,7184529.475,35.3,2641299.789,NON BIO,FRANCE
71386,A,2008,A,DE 35 A 49 ANS,TOMATE CERISE GRAPPE,443962.7903,1878712.931,750597.1571,7.1,531067.5213,NON BIO,FRANCE
71387,A,2008,A,DE 35 A 49 ANS,TOMATE CERISE NON GRAPPE,2465266.458,12587601.63,6455856.129,33.1,2477629.903,NON BIO,FRANCE
71388,A,2008,A,DE 35 A 49 ANS,TOMATE COCKTAIL,753654.3814,2810239.464,1280752.744,11.1,831834.1104,NON BIO,FRANCE
71389,A,2008,A,DE 35 A 49 ANS,TOMATE COCKTAIL GRAPPE,647436.3922,2395712.736,1090636.745,9.5,710232.8263,NON BIO,FRANCE
71390,A,2008,A,DE 35 A 49 ANS,TOMATE COCKTAIL NON GRAPPE,106210.5143,414526.7283,190108.5235,2.1,157809.5839,NON BIO,FRANCE
71391,A,2008,A,DE 35 A 49 ANS,TOMATE COTELEE ET COEUR DE BOEUF,230256.083,732433.2082,225860.8558,1.9,145057.4453,NON BIO,FRANCE
71392,A,2008,A,DE 35 A 49 ANS,TOMATE COTELEE NON GRAPPE,206030.0096,687965.1704,198428.0606,1.6,121070.568,NON BIO,FRANCE
71393,A,2008,A,DE 35 A 49 ANS,TOMATE GRAPPE,18795045.2,36757344.36,18673257.05,62.1,4640410.549,NON BIO,FRANCE
71394,A,2008,A,DE 35 A 49 ANS,TOMATE GRAPPE AUTRE,8508367.404,15085667.85,7740615.406,38.5,2875973.524,NON BIO,FRANCE
71395,A,2008,A,DE 35 A 49 ANS,TOMATE,107712725.2,224902434.7,110370125.9,94.5,7061851.809,NON BIO,FRANCE
71396,A,2008,A,DE 35 A 49 ANS,TOMATE NON GRAPPE,26131665.98,53674730.59,27844137.67,74.6,5575584.822,NON BIO,FRANCE
71397,A,2008,A,DE 35 A 49 ANS,TOMATE PREEMB,28062344.25,75043413.01,37340885.51,75.7,5659423.032,NON BIO,FRANCE
71398,A,2008,A,DE 35 A 49 ANS,TOMATE RONDE,29114814.28,51057925.97,28169668.52,76.8,5740779.583,NON BIO,FRANCE
71399,A,2008,A,DE 35 A 49 ANS,TOMATE RONDE GROSSE,9905003.152,17650888.35,8231198.999,45.3,3383398.012,NON BIO,FRANCE
71400,A,2008,A,DE 35 A 49 ANS,TOMATE RONDE GROSSE GRAPPE,2312457.566,4336138.244,2106457.456,15.2,1135284.18,NON BIO,FRANCE
